sdg,abstract,id,sdg_desc_short,sdg_desc_long
14,"Accordingly, education, awareness and training offer a long-term solution for the sustainable development of a coastal and ocean economy. The first part of the chapter will examine the past, current and future coastal and marine research priorities at various scales and how research has been or is conducted in the region. The second part of the chapter will explore the development of regional capacity for coastal and marine research and how' existing research has been supported in the past.",,,
16,"This paper is an attempt to connect the internal and the external aspects in the transformation  of citizenship, building on Christian Joppke's hypothesis on the 'lightening of citizenship'.  Taking social policy developments in the EU as an example, the paper contends that  lightening of citizenship entails universalization and lightening of social policy. It also highlights  the leading role of the CJEU in this transformation.  Substantially, we argue that universalisation and lightening of social security corresponds  to functional requirement of the internal market and the increasingly diversified life  career of its citizenry. In this regard, 'lightening' should be conceptually separated from mere  'retrenchment'. This direction has been augmented by the intervention of the ECJ, whose  judgements has built on the Union Citizenship and enhanced individual social rights protection.  Featuring citizenship as a universal status, however, individual rights can be protected,  but collective ordering of social relations would take a back seat.",,,
13,"Plant species diversity affects soil–atmosphere fluxes of methane and nitrous oxide Plant diversity effects on ecosystem functioning can potentially interact with global climate by altering fluxes of the radiatively active trace gases nitrous oxide (N2O) and methane (CH4). We studied the effects of grassland species richness (1-16) in combination with application of fertilizer (nitrogen:phosphorus:potassium = 100:43.6:83 kg ha(-1) a(-1)) on N2O and CH4 fluxes in a long-term field experiment. Soil N2O emissions, measured over 2 years using static chambers, decreased with species richness unless fertilizer was added. N2O emissions increased with fertilization and the fraction of legumes in plant communities. Soil CH4 uptake, a process driven by methanotrophic bacteria, decreased with plant species numbers, irrespective of fertilization. Using structural equation models, we related trace gas fluxes to soil moisture, soil inorganic N concentrations, nitrifying and denitrifying enzyme activity, and the abundance of ammonia oxidizers, nitrite oxidizers, and denitrifiers (quantified by real-time PCR of gene fragments amplified from microbial DNA in soil). These analyses indicated that plant species richness increased soil moisture, which in turn increased N cycling-related activities. Enhanced N cycling increased N2O emission and soil CH4 uptake, with the latter possibly caused by removal of inhibitory ammonium by nitrification. The moisture-related indirect effects were surpassed by direct, moisture-independent effects opposite in direction. Microbial gene abundances responded positively to fertilizer but not to plant species richness. The response patterns we found were statistically robust and highlight the potential of plant biodiversity to interact with climatic change through mechanisms unrelated to carbon storage and associated carbon dioxide removal.",oai:www.zora.uzh.ch:131343,Climate Action,Aims to take urgent action to combat climate change and its impacts.
15,"Ecological succession drives the structural change of seed-rodent interaction networks in fragmented forests While deforestation and fragmentation can cause massive species loss in forest ecosystems, forest regeneration can also drive successional changes in species composition. Although studies have sometimes documented the effects of these compositional changes on interspecific interactions, few studies have investigated changes in the structure of plant-animal networks. We investigated how interaction networks of assemblages of rodents and tree seeds changed with forest fragmentation and succession in a subtropical region. We compared seed-rodent interactions between 14 secondary forest patches that ranged in area from 2 to 58 ha, and from 10 to at least 100 years old, representing a successional gradient. We expected that deforestation and fragmentation would reduce seed production and diversify rodent communities, resulting in higher interaction strengths and connectivity, but weak nestedness (i.e., specialists interact with subsets of the species interaction of generalists). We measured the frequency of rodents eating and removing seeds (interaction strength) in each patch during 3 successive years, using seed tagging and infrared camera trapping, and calculated the properties of the seed-rodent networks. We found that the relative abundances of seeds and rodents changed with stand age not patch size, as did seed-rodent interactions: older patches produced more seeds, contained fewer individuals and species of rodents, and had seed-rodent networks with lower connectance and interaction strength, but higher nestedness. Connectance and interaction strength decreased with metabolic per capita seed availability (as measured by seed energy value); nestedness increased with seed richness, but decreased with rodent abundance. At species level, we found stand age and patch size showed significant effects on seed or rodent abundance of a few species. We also found seed coat thickness and starch contents had significant effects on network metrics. Our results suggest that during succession after deforestation, seed-rodent interactions in these sub-tropical forests change from a state dominated by high seed removal and highly connected seed-rodent networks to a state with more seeds and highly nested networks. From a management perspective of our study region, succession age, not fragment size, and network structure should be paid more attention so as to facilitate the restoration processes of degraded forests. Rodent management should be applied to protect native forest species and exclude incursive ones from farmlands and human residences at early succession stage.",oai:www.zora.uzh.ch:167418,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
2,"One way to solve this bottleneck is for actors in the food supply chain, charity organisations and especially national authorities (food security, social security and environment) to make a clear statement and develop guidelines supporting food redistribution as a positive activity, as long as the food in question is not fit for selling in ordinary ways. It is important that the well established systems for local direct redistribution, especially from retail shops and other local sources (primary producers, local food producers, food markets, festivals etc.) Food redistribribution is a very cost effective way to prevent food waste and increase the quality of life of low-income and social clients, which should imply that both the food donors, the social welfare authorities and governmental authorities could have a role to contribute to a long term and more solid financial situation. Price per meal distributed for serving through the food banks operations will be about NOK 4,40 based in net costs for food banks in 2013 (see Table 4), which is a quite low cost for the society.",,,
3,"Success Factors for Reducing Maternal and Child Mortality Reducing maternal and child mortality is a priority in the Millennium Development Goals (MDGs), and will likely remain so after 2015. Evidence exists on the investments, interventions and enabling policies required. Less is understood about why some countries achieve faster progress than other comparable countries. The Success Factors for Women’s and Children’s Health studies sought to address this knowledge gap using statistical and econometric analyses of data from 144 low- and middle-income countries (LMICs) over 20 years; Boolean, qualitative comparative analysis; a literature review; and country-specific reviews in 10 fast-track countries for MDGs 4 and 5a. There is no standard formula – fast-track countries deploy tailored strategies and adapt quickly to change. However, fast-track countries share some effective approaches in addressing three main areas to reduce maternal and child mortality. First, these countries engage multiple sectors to address crucial health determinants. Around half the reduction in child mortality in LMICs since 1990 is the result of health sector investments, the other half is attributed to investments made in sectors outside health. Second, these countries use strategies to mobilize partners across society, using timely, robust evidence for decision-making and accountability and a triple planning approach to consider immediate needs, long-term vision and adaptation to change. Third, the countries establish guiding principles that orient progress, align stakeholder action and achieve results over time. This evidence synthesis contributes to global learning on accelerating improvements in women’s and children’s health towards 2015 and beyond.",oai:www.zora.uzh.ch:101669,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
6,"The effective integration of land and water management issues is hampered by the fact that, although the Province of Venice has the administrative responsibility for residential and industrial development on much of the coast, it does not control “upstream” land use, which also affects water quality in the Lagoon and in coastal waters, and it does not control the main urban areas of the Lagoon (the responsibility of the municipalities). In theory, all plans are required to refer to the Watershed Plan, but compliance with and interpretation of these plans is often weak. Sewage in the historic centre is untreated, and flows directly into the Lagoon, which receives an organic and pathogen loading equivalent to a city of more than 400 000 persons during the tourist season.",,,
12,"Hazardous wastes are also defined internationally elsewhere (e.g. Basel Convention and in European Union legislation), but in slightly differently ways to the OECD. Some examples of hazardous waste streams are wastes from the generation and use of biocides, wood preserving chemicals, organic solvents, polychlorinated biphenyls (PCBs). Some examples of hazardous constituents in waste are metal carbonyls, arsenic, cadmium, mercury, inorganic cyanides, acidic solutions or acids in solid form and asbestos.",,,
5,"To amplify this message of solidarity and strength, Hollywood stars with many millions of social media followers around the world are partnering in their #TimesUp movement with women and girls from rural areas, students, civil society activists and others whose voices have been long ignored. In Africa, activists and survivors are speaking out against female genital mutilation (FGM) and child marriage. They are led by such women as Jaha Dukureh, the UN-Women Regional Goodwill Ambassador for Africa on FGM and Ending Child Marriage. In Latin America, women have taken to the streets to protest the murder of human rights activist Marielle Franco and to stand up against femicide through the “Ni una menos”, “not one less”, campaign. In Sweden, an open letter from hundreds of actors sharing their testimonies and demanding zero tolerance of harassment led to thousands of women across all industries' echoing those appeals. First and foremost, it has shown the strength of solidarity and sisterhood.",,,
3,"Microbiological quality and presence of foodborne pathogens in raw milk cheeses and raw meat products marketed at farm level in Switzerland This study investigated the microbiological quality and presence of bacterial foodborne pathogens in 51 raw milk cheeses (mainly semihard and hard cheese) and 53 raw meat products (cured meat products and sausages) marketed at farm level. With regard to Enterobacteriaceae, Escherichia (E.) coli, and coagulase-positive staphylococci (CPS), the examined products were generally of a good microbiological quality. Enterobacteriaceae were found in seven cheeses (1.0×102 – 8.8×104 CFU/g) and one sausage (2.0×102 CFU/g). Three of these cheeses were also positive for E. coli. CPS results were comparable for cheeses (5.9%; 1.0-6.0×102 CFU/g) and meat products (3.8%; 1.0-2.0×102 CFU/g). On the other hand, such raw products may harbor potential health hazards as Listeria (L.) monocytogenes, Shiga toxin-producing E. coli (STEC), and staphylococcal enterotoxin (SE)-producing Staphylococcus (S.) aureus. L. monocytogenes were found in one sausage and the isolate belonged to the serotype 1/2c. The two STEC isolates harbored stx1a (cheese) or stx2e (sausage), but both lacked eae and did not belong to the top five-serogroups. Of the five S. aureus isolates, the three cheese isolates belonged to the clonal complex (CC) 8, CC22, and CC705, the two sausage isolates belonged to CC7, and all isolates harbored genes for SEs. Thus, to avoid contaminations and to prevent foodborne pathogens from entering the food chain, strict compliance with good hygiene practices during milk and cheese production or meat production is of central importance.",oai:www.zora.uzh.ch:168068,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"Knowledge and training in paediatric medical traumatic stress and trauma-informed care among emergency medical professionals in low- and middle-income countries Provision of psychosocial care, in particular trauma-informed care, in the immediate aftermath of paediatric injury is a recommended strategy to minimize the risk of paediatric medical traumatic stress. : To examine the knowledge of paediatric medical traumatic stress and perspectives on providing trauma-informed care among emergency staff working in low- and middle-income countries (LMICs). : Training status, knowledge of paediatric medical traumatic stress, attitudes towards incorporating psychosocial care and barriers experienced were assessed using an online self-report questionnaire. Respondents included 320 emergency staff from 58 LMICs. Data analyses included descriptive statistics, -tests and multiple regression. : Participating emergency staff working in LMICs had a low level of knowledge of paediatric medical traumatic stress. Ninety-one percent of respondents had not received any training or education in paediatric medical traumatic stress, or trauma-informed care for injured children, while 94% of respondents indicated they wanted training in this area. : There appears to be a need for training and education of emergency staff in LMICs regarding paediatric medical traumatic stress and trauma-informed care, in particular among staff working in comparatively lower income countries.",oai:www.zora.uzh.ch:157052,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
7,"New Earth-abundant Materials for Large-scale Solar Fuels Generation The solar resource is immense, but the power density of light striking the Earth's surface is relatively dilute, necessitating large area solar conversion devices in order to harvest substantial amounts of power for renewable energy applications. In addition, energy storage is a key challenge for intermittent renewable resources such as solar and wind, which adds significant cost to these energies. As the majority of humanity's present-day energy consumption is based on fuels, an ideal solution is to generate renewable fuels from abundant resources such as sunlight and water. In this account, we detail our recent work towards generating highly efficient and stable Earth-abundant semiconducting materials for solar water splitting to generate renewable hydrogen fuel.",oai:www.zora.uzh.ch:167531,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
6,"Given its importance and in order to adequately reflect the specific conditions as well as its complex hydrology, the Inventory dedicates five chapters to this river system. The shared tributaries of the Euphrates River (Chap.2l and the major shared tributaries of the Tigris River (Chap. 4J are covered in more detail in two separate chapters in order to highlight the role of these rivers and draw attention to local water issues and transboundary impacts.",,,
14,"In the 2012/13 financial year, a total of USD 18.47 million was transferred to fisheries sector from the UK Government, which is a 79.6% decrease compared with the GFTs in 2005 (Panel C). Total number of registered vessels and total tonnage of the fleet also decreased respectively by 5.3% and 5.7% since 2007. ( Responsibility for fisheries in the United Kingdom lies with the Secretary of State for Environment, Food and Rural Affairs, Scottish Ministers, Minister of the Welsh Assembly Government and Northern Ireland Executive Ministers. The principal powers governing the regulation of fisheries are set out in the Sea Fish (Conservation) Acts 1967 and 1992, the Sea Fisheries Act 1968, the Fishery Limits Act 1976, the Fisheries Act 1981, the Sea Fisheries (Shellfish) Act 1967 and the Fisheries Act 1966.",,,
15,"Biodiversity increases and decreases ecosystem stability Losses and gains in species diversity affect ecological stability1,2,3,4,5,6,7 and the sustainability of ecosystem functions and services8,9,10,11,12,13. Experiments and models have revealed positive, negative and no effects of diversity on individual components of stability, such as temporal variability, resistance and resilience2,3,6,11,12,14. How these stability components covary remains poorly understood15. Similarly, the effects of diversity on overall ecosystem stability16, which is conceptually akin to ecosystem multifunctionality17,18, remain unknown. Here we studied communities of aquatic ciliates to understand how temporal variability, resistance and overall ecosystem stability responded to diversity (that is, species richness) in a large experiment involving 690 micro-ecosystems sampled 19 times over 40 days, resulting in 12,939 samplings. Species richness increased temporal stability but decreased resistance to warming. Thus, two stability components covaried negatively along the diversity gradient. Previous biodiversity manipulation studies rarely reported such negative covariation despite general predictions of the negative effects of diversity on individual stability components3. Integrating our findings with the ecosystem multifunctionality concept revealed hump- and U-shaped effects of diversity on overall ecosystem stability. That is, biodiversity can increase overall ecosystem stability when biodiversity is low, and decrease it when biodiversity is high, or the opposite with a U-shaped relationship. The effects of diversity on ecosystem multifunctionality would also be hump- or U-shaped if diversity had positive effects on some functions and negative effects on others. Linking the ecosystem multifunctionality concept and ecosystem stability can transform the perceived effects of diversity on ecological stability and may help to translate this science into policy-relevant information.",oai:www.zora.uzh.ch:164959,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
3,"Longitudinal cohort analyses based on the INDEPTH network of demographic and health surveillance sites (www.indepth-network.org) show an association between socio-economic status and under-five mortality (Mwageni and others, 2011), but this association does not hold when other factors are taken into consideration (Debpuur and others, 2011). The country data are from the most recent DHS surveys conducted in 2005-2013 and are weighted by the 2005 population size of each ofthe 50 countries in a multivariate regression. Figure 9 presents the measured effect of household wealth on child mortality (ages 0-4 years or 0-59 months) for the three regions included in the analysis. The net relative risk of dying before reaching the fifth birthday for a child born in Africa from the richest household is 89 per cent that for a child from the poorest household in the region. In contrast, the net relative risk of dying of a child born in Asia from the richest household is only 52 per cent that for a child from the poorest household.",,,
12,"Between active seekers and non-users: segments of science-related media usage in Switzerland and Germany Citizens’ attitudes toward science are related to their use of science-related information from various sources. Evidence is scarce regarding citizens’ individual media repertoires for staying informed about science as segmentation studies so far have primarily focused on scientific attitudes. In this paper, we explore audience segments regarding their science-related information behavior and whether such segments are comparable or vary between two countries with similar information environments. Based on two surveys in Switzerland and Germany, we identify national audience segments that differ in their science-related information repertoires, and analyze their sociodemographic characteristics and science-related attitudes. In both countries, we find very comparable information user segments ranging from those who inform themselves frequently about science (“Active Seekers”/“Science Consumers”) to those who hardly get in contact with any information about science and research (“Non-Users”). Those segments which get in contact with information about science frequently show generally more positive attitudes.",oai:www.zora.uzh.ch:159001,Responsible Consumption and Production,Aims to ensure sustainable consumption and production patterns.
9,"The most appropriate agency would probably be the IMF, which already undertakes public financial management performance reports. However, currently these do not include an overall assessment as to whether a system is fit for budget support. Were the IMF to certify systems as fit for budget support it would enormously strengthen the case for donors to provide it.",,,
6,"These options were formulated primarily for water services and with the perspective of introducing greater private sector participation into the sector. The study considered different options for reforming the market, including having up to three operators for the country (as opposed to only one operator), i.e. one for Yerevan, one for AWSC as it currently exists and one or more for the existing regional companies, as the most interesting. Although the consultants recommended two WSCs as the most viable option, the government indicated a strong preference for forming a single WSC. These could be solutions for municipalities that might not be interested to join the regional operator.",,,
13,"Threefold increase in marine-terminating outlet glacier retreat rates across the Atlantic Arctic: 1992–2010 Accelerated discharge through marine-terminating outlet glaciers has been a key component of the rapid mass loss from Arctic glaciers since the 1990s. However, glacier retreat and its climatic controls have not been assessed at the pan-Arctic scale. Consequently, the spatial and temporal variability in the magnitude of retreat, and the possible drivers are uncertain. Here we use remotely sensed data acquired over 273 outlet glaciers, located across the entire Atlantic Arctic (i.e. areas potentially influenced by North Atlantic climate and/or ocean conditions, specifically: Greenland, Novaya Zemlya, Franz Josef Land and Svalbard), to demonstrate high-magnitude, accelerating and near-ubiquitous retreat between 1992 and 2010. Overall, mean retreat rates increased by a factor of 3.5 between 1992 and 2000 (−30.5 m a−1) and 2000–10 (−105.8 m a−1), with 97% of the study glaciers retreating during the latter period. The Retreat was greatest in northern, western and south-eastern Greenland and also increased substantially on the Barents Sea coast of Novaya Zemlya. Glacier retreat showed no significant or consistent relationship with summer air temperatures at decadal timescales. The rate of frontal position change showed a significant, but weak, correlation with changes in sea-ice concentrations. We highlight large variations in retreat rates within regions and suggest that fjord topography plays an important role. We conclude that marine-terminating Arctic outlet glaciers show a common response of rapid and accelerating retreat at decadal timescales.",oai:www.zora.uzh.ch:145470,Climate Action,Aims to take urgent action to combat climate change and its impacts.
6,"Tackling supply deficits within individual catchments will be a high cost approach, increasing the requirement for new infrastructure, and requiring more constraint on water use. However, water is heavy and pumping - and carbon - costs are high, so large scale, long distance transfers are expensive, relative to the water’s value. But there is scope for greater interconnection within and between water companies.",,,
15,"Spatio-temporal trends and trade-offs in ecosystem services: An Earth observation based assessment for Switzerland between 2004 and 2014 Understanding and monitoring pressures on ecosystems and their consequences for ecosystem services (ES) is essential for management decisions and verification of progress towards national and international policies (e.g. Aichi Biodiversity Targets, Sustainable Development Goals). Remote sensing (RS) offers a unique capability to assess ES systematically and regularly across spatial and temporal scales. We aim to evaluate the benefits of RS to monitor spatio-temporal variations of ES by assessing several ES in Switzerland between 2004 and 2014. We coupled mechanistic ES models and RS data to estimate time series of three regulating (i.e. carbon dioxide regulation (CO₂R), soil erosion prevention (SEP), and air quality regulation (AQR)) and one cultural ES (re- creational hiking (RH)). The resulting ES were used to assess spatial and temporal changes, trade-offs and sy- nergies of ES potential supply and flow in Switzerland between 2004 and 2014. Resulting ES trends showed diverse spatial patterns across Switzerland with largest changes in CO₂R and AQR. ES interactions revealed a scale and elevation dependency. We identified weak to strong synergies between all ES combinations except for trade-offs between CO₂R–AQR and AQR–RH at Swiss scale. Spatially, all ES interactions revealed a hetero- geneous mix of synergies and trade-offs within Switzerland. Our results demonstrate the strength of RS for systematic and regular spatio-temporal ES monitoring and contribute insights to the large potential of RS, which will be extended with future Earth observation missions. Derived spatially explicit ES information will facilitate decision-making in landscape planning and conservation and will allow examining progress towards environmental policies.",oai:www.zora.uzh.ch:150262,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
13,"Given the interconnectedness of the world economy, mitigation and adaptation actions applied within the borders of individual countries may have global repercussions. This is particularly the case for measures taken by countries that account for a large share of global demand for commodities, such as China and the United States. Climate response measures are expected to reduce global demand for and trade in carbon-intensive commodities, as well as their prices, which will have a significant impact on the economies of many CDDCs.",,,
11,"Provision of affordable private rental housing can be supported through additional instruments such as supply-side grants, rental guarantees, tax relief to tenants for rental costs and tax relief to landlords for rental income. However, little data are available on the design of these instruments and on the level of public support provided. It will be important for governments to understand how access to good-quality affordable housing can be supported through this sector. Data are not yet robust enough to provide a comprehensive cross-country analysis of the distribution of public spending across various housing policy categories.",,,
6,"In Belarus, Orsha, Mogilev, Rechytsa, love, Borisov, Minsk (especially Svisloch area), Gomel and Bobruisk are among the main sources of industrial wastewaters. Nutrients are the most important pollutants. Belarus assesses the impact of municipal wastewaters as widespread but moderate. The Dnieper is among the biggest recipients of pollutants in Ukraine, where until at least until recently (2004) metallurgy was the biggest wastewater producer, followed by the coal industry and the chemical and petrochemical industries.",,,
12,"Increased mining activity in Chile, Australia and Mexico is primarily driving this trend. But the fact that domestic consumption of metals in OECD countries is growing more slowly than extraction (66% vs. 103%) indicates that a large portion of extraction is being exported outside of the OECD area. In most OECD countries, the economic slowdown caused material extraction and consumption to flatten or decrease (in some cases significantly).",,,
16,"Introduction Tracy Isaacs Part I. Collective Accountability in International Law: 1. Collective responsibility and post-conflict justice Mark A. Drumbl 2. State criminality and the ambition of international criminal law David Luban 3. Punishing genocide: a critical reading of the International Court of Justice Anthony F. Lang, Jr 4. Joint criminal enterprise, the Nuremberg precedent, and the concept of 'Grotian moment' Michael P. Scharf 5. Collective responsibility and transnational corporate conduct Sara L. Seck 6. Collective punishment and mass confinement Larry May Part II. Distributing Accountability: 7. Reparative justice Erin I. Kelly 8. The distributive effect of collective punishment Avia Pasternak 9. Citizen responsibility and the reactive attitudes: blaming Americans for war crimes in Iraq Amy Sepinwall 10. Kicking bodies and damning souls: the danger of harming 'innocent' individuals while punishing 'delinquent' states Toni Erskine 11. Punishing collectives: states or nations? Richard Vernon.",,,
12,"The 21st century, however, presents a very different economic context of rising and more volatile resource prices, requiring a rethinking of political steering and business practices. Economic competitiveness and prosperity in the future will be underpinned by large investments into infrastructure and skills that enable a green and low carbon economy that services equitable opportunities for nations and people. Over the past two decades most of the growth came from the Asia-Pacific region, driven by a fast transition in a number of rapidly developing economies, most notably China.",,,
8,"This further highlights the inequity of the government’s employment programmes, which are primarily focused on university graduates. While it is tnie that these youth are at least covered by health insurance, they are not saving up towards any old age pension. With the ALMP reform, this situation is set to change. The eligibility criteria include the length of time spent unemployed.",,,
4,"A pre-requisite to benefit from all school-related Foundations for Success is to be in school, therefore, access pertains to equity: do children from various sub-populations differ in their access to inclusive environments, quality instruction, learning time and material resources? Thus, access also has to do with equality: do children from various sub-populations differ in their distribution of attainment and performance? They are mainly from rural settings, and more likely to be girls. Youth with disabilities and those belonging to minority ethnic, linguistic or religious groups are also more likely to be oul-of-school. All of these factors are usually confounded with poverty (Carr-Hill, 2015).",,Quality Education,
6,"When considering a water quality risk they may resort to change in practices, including, drainage, dilution or treatment. In particular, changing practices will only occur if the costs of doing so are inferior to the risk avoidance benefits, and changing agriculture activity will only be profitable if the alternative provides more resilient and still viable revenue. This simplified illustration assumes a perfectly elastic demand and water risks are interpreted as a vertical shift in supply.",,,
12,"Assessing Indirect Environmental Effects of Information and Communication Technology (ICT): A Systematic Literature Review Indirect environmental effects of information and communication technology (ICT) are those effects of ICT that change patterns of production or consumption in domains other than ICT, or more precisely, the environmental consequences of these changes. Digitalization as the societal process of ICT-driven change has created increasing interest in the indirect environmental effects of this technology. Assessments of indirect effects face various methodological challenges, such as the definition of the system boundary, the definition of a baseline as a reference or the occurrence of rebound effects. Existing studies use various approaches or methods to assess a spectrum of ICT use cases in several application domains. In view of the large number of assessments that have been conducted, the choices made when applying assessment methods, and the variety of ICT use cases in different application domains investigated, we present a systematic literature review of existing assessments of indirect environmental effects of ICT. The review provides a state-of-the-art overview of the methods used in the research field and is intended to support researchers in designing sound assessments which yield significant results. We identified 54 studies in seven main application domains using 15 different assessment approaches. The most common application domains are virtual mobility (e.g., telecommuting), virtual goods (e.g., digital media), and smart transport (e.g., route optimization). Life-cycle assessment, partial footprint, and the “ICT enablement method” are the most common approaches. The major part of the assessments focuses on patterns of production (e.g., production of paper-based books vs. e-books), a smaller part on patterns of consumption (e.g., changes in media consumption). Based on these results, we identify as a research gap the investigation of ICT impacts on consumer behavior, which could, for example, focus on social practices, and account for the dynamic implications of change. Elaborating such an approach could provide valuable insights into ICT’s impact on society and the resulting environmental consequences.",oai:www.zora.uzh.ch:153142,Responsible Consumption and Production,Aims to ensure sustainable consumption and production patterns.
13,"It is suggested that these initiatives should have dynamic allocation criteria and flexible components to deal with the new risks arising from the disasters. The adaptive social protection proposal combines pre-existing protection tools and climate change adaptation approaches, in addition to generating strategies for reducing disaster risk associated with environmental changes. Common objectives are thus synthesized, such as reducing disaster vulnerability (promoting the incorporation of a long-term vision in government definitions of social and disaster protection) and formulating differentiated policy recommendations to prepare settlements for potential catastrophes and avoid situations of further harm (World Bank, 2011).",,,
12,"In the OECD Asia-Oceania region, the consumption of wood and of construction and industrial minerals has decoupled from economic growth in absolute terms, as has biomass (food and feed) and fossil energy carriers consumption in the OECD Europe region. Domestic material consumption remained relatively flat between 2000 and 2007, but decreased by 11% between 2007 and 2011. This trend is not isolated to OECD countries, metal and fossil fuel extraction is increasing worldwide and is growing particularly rapidly in the BRIICS countries.4 In the OECD area, the extraction of metal ores has grown at the same pace at the economy -each more than doubled between 1980 and 2010.",,,
5,"Gender bias in teaching evaluations This paper provides new evidence on gender bias in teaching evaluations. We exploit a quasi-experimental dataset of 19,952 student evaluations of university faculty in a context where students are randomly allocated to female or male instructors. Despite the fact that neither students’ grades nor self-study hours are affected by the instructor’s gender, we find that women receive systematically lower teaching evaluations than their male colleagues. This bias is driven by male students’ evaluations, is larger for mathematical courses, and particularly pronounced for junior women. The gender bias in teaching evaluations we document may have direct as well as indirect effects on the career progression of women by affecting junior women’s confidence and through the reallocation of instructor resources away from research and toward teaching.",oai:www.zora.uzh.ch:168975,Gender Equality,Aims to achieve gender equality and empower all women and girls.
13,"Climate Transition Risk and Development Finance: A Carbon Risk Assessment of China's Overseas Energy Portfolios The role of development finance institutions in low‐income and emerging countries is fundamental to provide long‐term capital for investments in climate mitigation and adaptation. Nevertheless, development finance institutions still lack sound and transparent metrics to assess their projects' exposure to climate risks and their impact on global climate action. To attempt to fill this gap, we develop a novel climate stress‐test methodology for portfolios of loans to energy infrastructure projects. We apply the methodology to the portfolios of overseas energy projects of two main Chinese policy banks. We estimate their exposure to economic and financial shocks that would result in government inability to introduce timely 2°C‐aligned climate policies and from investors' inability to adapt their business to the changing climate and policy environment. We find that the negative shocks are mostly concentrated on coal and oil projects and vary across regions from 4.2 to 22 percent of the total loan value. Given the current leverage of Chinese policy banks, these losses could induce severe financial distress, with implications on macroeconomic and financial stability.",oai:www.zora.uzh.ch:171149,Climate Action,Aims to take urgent action to combat climate change and its impacts.
8,"Since January 2013, the county LDCs are mandatory pre-trial bodies, except, until July 2017, in cases of termination of employment contract, suspension from work, non-pecuniary damages, as well as collective labour disputes, which were the unique prerogative of courts. The new labour code expands the role of the LDCs by making them the mandatory pre-trial body in all cases of labour dispute. Up to now, LDCs have managed to solve all the cases, with no case being brought forward to court.13 This may nevertheless change with the extension of the scope of LDCs notably to termination of employment contract and collective labour dispute. Cases are rare and mostly relate to contract termination, representing less than one per 1 000 of the total number of terminations. Since July 2017, the SLI is also in charge of collecting new data such as the number of employees’ representatives, the number of temporary labour contracts, and the number of termination of labour contracts as well as grounds for it. The county divisions of the SLI will also have to assess reasons for firing or changing work conditions in a less favourable way for an employees’ representative.",,,
8,"A more realistic growth projection would be about 4%, slightly lower than that achieved in the previous year. The economy of Afghanistan is projected to grow by 6.5% in 2013, assuming normal weather conditions and agricultural production. Industrial growth may be boosted by improved electricity supplies.",,,
6,"It is intended to collect drainage water from the irrigated lands of the Lebap, Mary and Akhal Provinces, and partly from Dashoguz and Balkan Provinces, and direct it to the Karashor depression in northern Turkmenistan where Lake Altyn Asyr was created. The northern system is to collect drainage water from Dashoguz and, partly, the Khorezm oasis of Uzbekistan, while the southern system is to collect drainage from Akhal, Mary and Lebap Provinces. The total length of the Trans-Turkmen Collector is 720 km.",,,
1,"Young people between 15 and 24 years of age are more likely to be among the working poor: 16 per cent of employed young people were living in poverty in 2015, compared with 9 per cent of working adults. A total of 20 per cent of people received social assistance or social protection benefits in low-income countries, compared with 67 per cent in upper-middle-income countries. By 2013, poverty rates, using the income measure of $1.90/day, in Africa (excluding North Africa) had been reduced by at least 15 per cent, from the 1990 rate of 56.9 per cent to 41 per cent (World Bank, 2016b), with the fastest reductions occurring between 2002 and 2012.",,,
8,"The policy interest rate has been maintained at 2.5% since March 2011 when it was cut by 50 basis points after the earthquake. In Australia and New Zealand, the policy interest rates at end-2012 were similar to the troughs observed during the global financial turmoil in 2009. As a result, Australia’s output growth is expected at 2.5% in 2013, supported mainly by mining exports to Asian countries, particularly China.",,,
3,"Bi-directional associations between parental feeding practices and children's body mass in parent-child dyads OBJECTIVE: This study investigated whether parental feeding practices, such as pressure to eat, permitting unhealthy food, and restriction of unhealthy food predict children's body mass index (BMI) percentile or if children's BMI percentiles predict parental feeding practices.  DESIGN: Longitudinal data were collected among 526 dyads of children (6-11 years old) and one of their parents. Parents reported parental feeding practices, restriction of unhealthy food, permission of unhealthy food, and pressure to eat. Children's weight and height were assessed objectively. All measurements were conducted twice with a time lag of 10 months.  RESULTS: Cross-lagged panel analyses demonstrated that low levels of children's BMI percentiles (measured at the baseline) predicted parental feeding practices (measured at the follow-up) but not vice versa. Only one effect suggesting bi-directionality was found, with parental restriction of unhealthy food preceding higher levels of children's BMI percentiles at the follow-up.  CONCLUSIONS: Parental feeding practices seem to be a reaction to the levels of children's BMI percentiles.",oai:www.zora.uzh.ch:157085,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
